map_name,raw_box_size_pixel,raw_pixel_size_angstrom
emd_29852,240,1.06
emd_32249,310,1.0742
emd_32951,400,0.83
emd_32960,320,1.0825
emd_33067,158,0.82899994
emd_33315,400,0.65800005
emd_33327,400,0.65800005
emd_33429,240,0.8550001
emd_33714,256,0.985
emd_33717,256,1.167187
emd_33984,400,0.8489999
emd_33985,400,0.84150004
emd_34064,360,0.83
emd_34378,200,1.07
emd_34391,400,0.92
emd_34667,256,1.04
emd_34821,300,1.095
emd_16222,500,0.82
emd_16687,800,1.728
emd_16784,300,0.656
emd_26799,400,1.08
emd_27112,448,1.045
emd_28929,360,0.84
emd_29004,440,0.835
emd_29006,440,0.835
emd_29007,440,0.835
emd_29011,336,0.9
emd_29015,440,0.835
emd_29589,256,1.096
emd_29591,256,1.096
emd_29593,256,1.096
emd_29853,240,1.06
emd_29854,240,1.06
emd_29855,240,1.06
emd_33017,256,1.04
emd_33043,480,0.83
emd_33328,400,0.65800005
emd_33752,240,0.92
emd_34822,512,0.6747
emd_34857,400,0.6747
emd_34878,240,0.92
emd_35357,192,1.014
emd_35358,192,1.014
emd_35360,192,1.014
emd_35494,400,0.84150004
emd_35496,400,0.84150004
emd_35497,400,0.8489999
emd_35507,480,0.82
emd_35522,224,0.93
emd_35524,192,1.014
emd_35525,192,1.014
emd_35529,224,0.93
emd_15616,220,1.1717999
emd_16211,500,0.82
emd_16225,500,0.82
emd_16688,300,1.35
emd_16689,300,1.35
emd_16785,300,0.656
emd_16786,300,0.656
emd_16789,300,0.656
emd_26160,360,0.81
emd_26541,300,0.8015
emd_26686,400,1.068
emd_26689,400,1.08
emd_26703,400,1.08
emd_26941,320,1.08
emd_26989,352,0.8521
emd_27009,340,1.068
emd_27011,340,1.068
emd_27028,340,1.068
emd_28192,320,0.91999996
emd_28196,320,0.91999996
emd_28536,200,1.08
emd_28726,398,1.09
emd_28727,398,1.09
emd_29008,336,0.9
emd_29009,336,0.9
emd_29010,336,0.9
emd_29336,320,1.36
emd_29337,800,1.36
emd_32912,256,1.35
emd_33044,480,0.83
emd_33151,512,0.66
emd_33284,216,1.087
emd_33480,192,1.04
emd_33481,256,0.832
emd_33482,192,1.04
emd_33741,420,1.054
emd_34841,320,1.087
emd_35133,360,1.36
emd_35359,192,1.014
emd_13896,576,0.86
emd_13897,432,0.8600001
emd_14452,384,0.654
emd_14455,384,0.654
emd_15423,450,1.059
emd_15424,450,1.059
emd_15426,450,1.059
emd_15488,600,0.8
emd_15523,600,0.8
emd_15533,600,0.8
emd_15653,300,0.86
emd_16010,300,1.25
emd_16030,238,1.5
emd_26377,200,1.3018001
emd_26540,300,0.8015
emd_26957,576,0.65
emd_27025,256,1.02
emd_27316,576,0.65
emd_27387,192,1.278
emd_27388,192,1.278
emd_27696,384,0.87999994
emd_27697,384,0.87999994
emd_27698,384,0.87999994
emd_28272,576,0.65
emd_28274,576,0.65
emd_28275,576,0.65
emd_28649,132,2.2162423
emd_29714,300,0.88533
emd_29736,192,1.014
emd_31623,240,1.0979
emd_31626,200,1.0979
emd_31627,240,1.0979
emd_32326,240,1.06
emd_33489,280,0.849
emd_33794,500,0.66
emd_34983,288,0.832
emd_34984,256,0.832
emd_35121,360,1.06
emd_13899,432,0.82
emd_14456,384,0.654
emd_14573,400,0.86
emd_15113,512,0.829
emd_15427,450,1.059
emd_15428,450,1.059
emd_15430,450,1.059
emd_15431,450,1.059
emd_15433,450,1.059
emd_15994,300,1.25
emd_15997,300,1.25
emd_16028,238,1.5
emd_16370,160,1.885
emd_26315,320,0.831
emd_26316,320,0.831
emd_27674,416,1.048
emd_27677,416,1.048
emd_27682,416,1.048
emd_27687,416,1.048
emd_27699,320,1.08
emd_27700,320,1.08
emd_28273,576,0.65
emd_29005,200,1.04
emd_29393,256,1.083
emd_29513,256,1.083
emd_29535,256,1.083
emd_29536,256,1.083
emd_29554,256,1.083
emd_29555,256,1.083
emd_29556,256,1.083
emd_29557,256,1.083
emd_29558,256,1.083
emd_29559,256,1.083
emd_29566,256,1.204
emd_29567,256,1.204
emd_32678,400,0.77800006
emd_32931,256,1.35
emd_35127,360,1.06
emd_14930,280,1.2342
emd_14947,320,1.28
emd_15588,360,1.0144
emd_15589,280,1.3244
emd_15590,350,1.0371
emd_15591,360,1.0144
emd_16126,300,1.046
emd_16491,256,0.8617
emd_26263,416,1.0691
emd_26317,320,0.831
emd_27676,416,1.048
emd_27827,300,0.66
emd_28109,256,1.3
emd_28113,256,1.3
emd_28897,416,1.048
emd_28898,416,1.048
emd_29245,300,1.36
emd_32616,400,1.5985302
emd_32676,400,0.77800006
emd_32976,440,1.055
emd_33130,360,1.072
emd_33140,512,0.66
emd_33142,400,0.856
emd_33150,360,1.072
emd_33634,256,0.85
emd_33636,256,0.85
emd_33871,256,1.071
emd_34903,360,0.85
emd_15541,280,1.3244
emd_15580,350,1.0371
emd_15584,360,1.0144
emd_15585,360,1.0144
emd_15586,360,1.0144
emd_15587,360,1.0144
emd_15700,480,1.038369
emd_16175,300,1.046
emd_16176,300,1.046
emd_16177,300,1.046
emd_16456,300,0.83
emd_16459,300,0.83
emd_16656,300,0.99
emd_16679,300,1.046
emd_26517,398,1.09
emd_26518,398,1.09
emd_27777,300,1.083
emd_27830,300,0.67
emd_28110,256,1.3
emd_28143,256,1.3
emd_28144,256,1.3
emd_28145,256,1.3
emd_28146,256,1.3
emd_28148,256,1.3
emd_28960,136,0.82
emd_29451,512,0.834
emd_29539,398,1.09
emd_29550,512,0.834
emd_32614,350,3.18
emd_32913,260,1.5
emd_32933,240,0.85
emd_33633,256,0.85
emd_33635,256,0.85
emd_33888,256,1.071
emd_33889,256,1.071
emd_13400,352,0.82199997
emd_13401,352,0.82199997
emd_13407,304,1.23
emd_13408,304,1.23
emd_14317,512,0.8267
emd_14352,200,1.5680001
emd_14861,560,1.045
emd_14921,560,1.045
emd_14926,560,1.045
emd_15166,256,0.87
emd_15779,448,1.1710001
emd_15780,540,0.831
emd_15855,580,1.12
emd_15859,580,1.12
emd_16480,300,1.1147
emd_16481,300,1.1147
emd_26305,300,0.86
emd_26809,330,0.91
emd_27393,420,1.1
emd_27403,384,1.1
emd_27412,420,0.94
emd_27419,384,1.02885
emd_29078,384,1.4900001
emd_32228,220,1.0825
emd_32297,240,1.014
emd_32298,240,1.014
emd_33241,256,1.04
emd_33667,448,0.82
emd_33931,400,0.82
emd_34090,280,1.07
emd_35189,384,0.89000005
emd_35191,256,1.105
emd_14318,512,0.8267
emd_14333,400,0.678
emd_14335,400,0.538
emd_14337,312,0.651
emd_15277,512,1.05
emd_15675,300,1.423333
emd_15783,540,0.831
emd_16550,560,1.045
emd_16571,560,1.045
emd_26003,288,1.06
emd_26198,540,1.08
emd_26543,280,1.38
emd_26810,330,0.91
emd_27283,320,0.827
emd_27402,440,0.94
emd_27839,352,1.2069
emd_27840,352,1.2
emd_29098,320,0.86
emd_29103,320,0.86
emd_29569,256,1.204
emd_29570,256,1.204
emd_29573,256,1.096
emd_29574,256,1.096
emd_29575,256,1.096
emd_29576,256,1.096
emd_29577,256,1.096
emd_32094,160,1.47
emd_32892,392,1.1
emd_32903,256,1.318
emd_33394,320,0.84799993
emd_33988,300,1.04
emd_34106,360,0.868
emd_34195,256,1.06
emd_34743,360,0.867
emd_14572,400,0.86
emd_14574,400,0.86
emd_15527,400,0.8464
emd_15528,400,0.8464
emd_15606,384,0.505
emd_15672,364,1.17
emd_16011,280,0.87
emd_26183,240,1.08
emd_26544,360,1.38
emd_26548,360,1.38
emd_27002,386,0.835
emd_27003,386,0.835
emd_27032,352,0.835
emd_27282,256,1.058
emd_27284,320,0.827
emd_27285,320,0.827
emd_27286,320,0.827
emd_27289,256,1.058
emd_27290,256,1.058
emd_27293,320,0.83000004
emd_27337,256,1.063
emd_27409,420,0.94
emd_27837,352,1.1995
emd_27841,352,1.2
emd_28186,252,1.08
emd_29096,320,0.86
emd_29097,320,0.86
emd_29100,320,0.86
emd_29649,320,1.03
emd_29651,320,1.03
emd_29654,320,1.03
emd_29655,320,1.03
emd_32114,256,1.07
emd_32703,300,0.5
emd_32866,512,0.82
emd_33986,200,1.04
emd_14570,400,0.86
emd_15212,280,0.87
emd_15663,364,1.17
emd_15668,400,1.07
emd_16556,400,1.11
emd_26185,300,1.08
emd_26574,386,0.835
emd_26798,460,0.93000007
emd_27004,386,0.835
emd_27005,386,0.835
emd_27280,284,1.145
emd_27287,320,0.827
emd_27288,320,0.827
emd_27292,320,0.827
emd_27294,320,0.83000004
emd_27295,320,0.83000004
emd_28667,352,0.835
emd_29099,320,0.86
emd_29229,360,0.82549995
emd_29231,360,0.82549995
emd_29232,640,0.8255
emd_29233,360,0.82549995
emd_29234,360,0.82549995
emd_29235,360,0.82549995
emd_29236,360,0.82549995
emd_29237,640,0.8255
emd_29238,360,0.82549995
emd_29240,360,0.82549995
emd_29241,360,0.82549995
emd_29648,320,1.03
emd_29650,320,1.03
emd_29653,320,1.03
emd_33479,256,1.1
emd_14201,320,1.37
emd_14202,320,1.37
emd_14203,320,1.37
emd_14204,320,1.37
emd_14251,660,0.731
emd_14256,660,0.731
emd_14277,660,0.731
emd_14287,660,0.731
emd_14297,660,0.731
emd_14302,660,0.731
emd_14842,224,1.29171
emd_15646,182,1.09
emd_16330,300,1.05
emd_27529,400,1.0
emd_27726,208,1.0252
emd_28538,256,0.844
emd_28881,330,1.068
emd_28885,330,1.079
emd_29028,320,0.674
emd_29228,360,0.82549995
emd_32258,400,1.06
emd_33374,512,1.0537
emd_33375,512,1.0537
emd_33376,512,1.0537
emd_33384,512,1.0537
emd_33540,440,1.07
emd_34726,256,1.0742
emd_34805,256,0.986
emd_34830,256,0.986
emd_14205,320,1.37
emd_14209,320,1.37
emd_14210,320,1.37
emd_14211,320,1.37
emd_14261,660,0.731
emd_14266,660,0.731
emd_14272,660,0.731
emd_14292,660,0.731
emd_14307,660,0.731
emd_14528,360,0.837
emd_14560,320,1.1
emd_14696,400,1.1
emd_14974,450,1.1
emd_15110,256,1.0905
emd_16156,750,0.573
emd_26520,448,0.825
emd_27531,400,1.0
emd_27936,200,1.04
emd_27937,200,1.04
emd_27945,200,1.04
emd_28545,256,0.844
emd_28882,330,1.079
emd_28883,330,1.079
emd_28884,330,1.079
emd_29082,320,1.114
emd_33658,600,1.632
emd_34430,200,1.06
emd_34831,256,0.986
emd_34835,256,0.986
emd_14126,450,1.056
emd_14129,450,1.056
emd_14252,660,0.731
emd_14253,660,0.731
emd_14257,660,0.731
emd_14262,660,0.731
emd_14267,660,0.731
emd_14268,660,0.731
emd_14273,660,0.731
emd_14288,660,0.731
emd_14298,660,0.731
emd_14303,660,0.731
emd_14308,660,0.731
emd_14309,660,0.731
emd_15517,448,0.59180003
emd_28265,512,0.83
emd_14284,660,0.731
emd_14299,660,0.731
emd_14619,300,1.01
emd_14697,512,1.1
emd_14790,400,1.351
emd_14799,340,1.351
emd_14800,240,1.351
emd_26695,256,1.29375
emd_26856,320,0.932
emd_26999,256,1.09
emd_27783,352,1.16
emd_28016,800,1.3229998
emd_28174,400,0.87
emd_28665,400,0.87
emd_32267,310,1.0742
emd_32618,288,0.83
emd_32731,360,1.07
emd_32746,360,1.08
emd_33320,480,1.06
emd_33957,320,1.07
emd_33958,320,1.07
emd_33959,360,1.07
emd_34074,320,1.08
emd_34085,320,0.82799995
emd_34086,320,0.82799995
emd_34808,324,1.06
emd_34965,320,1.06
emd_27070,448,0.82
emd_27542,300,0.972
emd_27782,352,1.16
emd_27824,800,1.0624
emd_27962,300,1.364
emd_27992,750,1.28256
emd_28012,800,1.2024
emd_28015,686,1.24
emd_28017,800,1.2024
emd_28018,800,1.239
emd_28165,440,0.8279
emd_28244,392,1.16
emd_28248,360,1.0694
emd_28373,400,0.87
emd_28466,400,0.87
emd_28467,400,0.87
emd_29289,576,0.8333
emd_29290,576,0.833
emd_29291,192,1.5
emd_29326,400,1.1
emd_29327,480,0.825
emd_32270,310,1.0742
emd_32271,310,1.0742
emd_32302,304,1.0979
emd_32619,288,0.83
emd_32709,420,0.82
emd_32763,256,1.1
emd_33392,420,0.675
emd_33955,400,0.83
emd_33956,320,1.07
emd_34431,352,1.0
emd_34807,384,0.83
emd_34962,416,1.04
emd_34963,280,1.04
emd_34964,440,1.04
emd_34967,400,1.04
emd_14588,400,1.06
emd_15862,300,0.8285
emd_25700,350,1.08
emd_25765,756,0.666
emd_25772,768,0.666
emd_25774,512,0.98339
emd_25776,512,0.98339
emd_25804,256,1.0275
emd_26696,400,0.828
emd_27303,352,1.079
emd_27385,256,1.4
emd_27755,320,0.83000004
emd_27856,192,1.36
emd_28218,440,0.8279
emd_28229,440,0.8279
emd_28230,440,0.8279
emd_28523,300,0.86
emd_28535,300,0.826
emd_29323,416,0.8249999
emd_29324,416,0.8249999
emd_29325,416,0.8249999
emd_32269,310,1.0742
emd_32306,304,1.0979
emd_32308,304,1.0979
emd_32537,384,0.82
emd_32538,384,0.82
emd_32694,400,0.5
emd_33395,256,0.848
emd_33397,256,0.848
emd_33398,256,0.848
emd_34365,280,0.81
emd_34658,256,1.65
emd_34678,300,1.013
emd_34806,384,0.83
emd_34832,260,1.04
emd_35182,352,1.0
emd_14123,400,0.86
emd_14385,256,1.11
emd_15027,372,0.86
emd_15417,360,0.839
emd_15518,360,0.8360001
emd_15519,256,1.041
emd_16168,750,0.573
emd_16265,300,0.83
emd_25748,320,0.85
emd_25749,320,0.85
emd_25751,320,0.85
emd_25773,512,0.98044
emd_25775,240,1.069
emd_25805,300,1.059
emd_26005,512,1.0504
emd_27267,192,1.36
emd_27298,352,1.079
emd_27304,352,1.079
emd_27306,352,1.079
emd_27307,352,1.079
emd_27311,352,1.079
emd_27497,200,1.1
emd_27523,400,1.0
emd_27903,220,0.84
emd_32263,310,1.0742
emd_32303,304,1.0979
emd_32304,304,1.0979
emd_32305,304,1.0979
emd_32307,304,1.0979
emd_32309,304,1.0979
emd_32312,304,1.0979
emd_32598,240,1.0773
emd_32599,280,1.128
emd_33104,260,1.08
emd_33196,312,1.22
emd_34011,240,0.95
emd_34362,400,0.83
emd_34364,400,0.83
emd_34652,192,1.4640001
emd_34653,256,1.65
emd_34656,256,1.65
emd_14746,360,0.8464
emd_14749,360,0.8464
emd_15145,256,1.145
emd_15962,336,0.9
emd_24099,400,0.3398
emd_24146,400,0.6795
emd_24254,600,0.685
emd_25752,320,0.85
emd_26044,228,1.428
emd_26119,280,1.356
emd_27179,384,0.94
emd_27296,352,1.079
emd_27297,352,1.079
emd_27299,352,1.079
emd_27300,352,1.079
emd_27301,352,1.079
emd_27302,352,1.079
emd_27305,352,1.079
emd_27309,352,1.079
emd_27310,352,1.079
emd_27312,352,1.079
emd_27314,352,1.13
emd_27315,352,1.13
emd_27525,400,1.0
emd_27758,300,1.297
emd_27866,256,0.83
emd_28055,192,1.36
emd_28332,200,1.248
emd_28333,200,1.246
emd_32260,310,1.0742
emd_32536,384,0.82
emd_32597,240,1.0773
emd_33105,300,1.07
emd_33106,300,1.052
emd_33109,260,1.08
emd_33110,260,1.08
emd_33396,256,0.848
emd_33399,400,0.675
emd_33762,300,1.0
emd_34166,320,1.076
emd_34654,256,1.65
emd_34985,384,1.095
emd_14121,360,0.82800007
emd_14331,256,0.86
emd_14545,350,1.304
emd_14546,350,1.304
emd_14745,360,0.8464
emd_14747,360,0.82000005
emd_14748,360,0.8464
emd_14866,460,1.065
emd_15389,392,0.6
emd_15607,320,0.85
emd_15608,320,0.85
emd_15614,320,0.85
emd_15960,336,0.8999999
emd_15961,336,0.9
emd_25608,264,0.94
emd_25924,300,0.86
emd_27759,300,1.4526
emd_32256,310,1.0742
emd_32257,310,1.0742
emd_32259,310,1.0742
emd_32498,360,1.0979
emd_32548,240,1.0773
emd_32961,320,1.0825
emd_33558,256,1.632
emd_33568,256,1.632
emd_33761,300,1.014
emd_33854,240,0.85
emd_33861,150,1.0382
emd_34165,320,1.076
emd_34540,228,0.87
emd_34542,228,0.87
emd_34677,200,1.04
emd_34679,300,1.013
emd_34680,800,1.013
emd_35080,250,1.13
emd_13594,300,1.35
emd_14080,258,0.835
emd_14779,400,0.66
emd_14782,400,0.66
emd_14868,460,1.065
emd_15313,360,0.837
emd_15314,360,0.837
emd_15316,360,0.83100003
emd_15319,360,0.837
emd_15323,360,0.837
emd_15332,360,0.837
emd_15334,360,0.837
emd_15615,320,0.85
emd_15894,264,0.837
emd_15895,264,0.831
emd_15937,450,1.048
emd_15938,450,1.048
emd_16069,384,0.66
emd_16075,384,0.66
emd_24387,256,1.0694
emd_26066,440,0.84
emd_28639,256,0.82
emd_28640,256,0.82
emd_28658,128,1.8047
emd_28660,300,0.77
emd_28661,200,1.059
emd_28662,200,1.065
emd_29041,304,1.096
emd_32541,250,1.06
emd_33561,256,1.632
emd_33853,240,0.85
emd_34311,448,0.82
emd_34541,258,0.87
emd_34676,320,0.8
emd_14781,400,0.66
emd_15312,360,0.837
emd_15315,360,0.83100003
emd_15317,360,0.83100003
emd_15321,360,0.83100003
emd_15322,360,0.83100003
emd_15325,360,0.837
emd_15326,360,0.837
emd_15333,360,0.837
emd_15362,360,0.85
emd_15363,360,0.85
emd_15385,216,0.835
emd_15948,180,1.059
emd_16000,319,0.573
emd_24389,256,1.0694
emd_24393,200,0.84
emd_26028,440,0.84
emd_26211,324,1.1
emd_26213,324,1.1
emd_26381,300,0.8248
emd_27264,144,1.245
emd_27265,144,1.26
emd_27885,512,0.92
emd_27934,376,0.88
emd_28108,144,1.245
emd_28627,432,0.836
emd_28659,128,1.8047
emd_29052,120,3.372
emd_29054,120,3.372
emd_33529,640,0.675
emd_33621,256,1.052
emd_33622,256,1.055
emd_34310,448,0.96
emd_34371,240,1.04
emd_14880,352,1.059
emd_26068,280,1.045
emd_26071,280,1.045
emd_26072,280,1.045
emd_26380,288,1.333333
emd_26767,360,0.82000005
emd_26801,300,0.82
emd_27547,320,1.068
emd_27887,512,0.92
emd_28208,768,1.08
emd_28608,256,1.08
emd_28638,480,0.82
emd_28798,600,0.88
emd_28799,600,0.88
emd_29088,600,0.88
emd_29090,600,0.88
emd_29091,600,0.88
emd_29092,600,0.88
emd_29095,600,0.88
emd_29190,600,0.88
emd_29191,600,0.88
emd_29203,600,0.88
emd_32019,200,1.245
emd_32490,256,1.36
emd_32491,256,1.35
emd_32493,256,1.35
emd_32695,300,0.52
emd_32822,320,1.0
emd_32928,240,1.087
emd_32929,240,1.09
emd_33289,360,0.88000005
emd_33537,256,1.07
emd_33653,288,1.087
emd_33656,288,1.087
emd_34519,256,1.07
emd_14144,440,0.8127
emd_14222,440,0.827
emd_14855,384,0.835
emd_14857,440,0.84
emd_14858,440,0.8311
emd_14884,328,0.8600001
emd_15036,300,1.06
emd_15165,256,1.059
emd_15348,512,1.49766
emd_15803,224,1.1
emd_15804,232,1.06
emd_15851,256,0.837
emd_15974,600,0.65
emd_15975,480,0.65
emd_15976,480,0.65
emd_15995,440,1.1070029
emd_15996,420,0.645
emd_16244,128,1.41
emd_25906,300,1.16
emd_26089,320,1.1
emd_26120,320,1.1
emd_26131,320,1.1
emd_28551,360,1.1
emd_28848,352,1.07
emd_28857,352,1.07
emd_28861,352,1.07
emd_32210,480,0.54895
emd_32218,480,0.54895
emd_32222,480,0.54895
emd_32229,220,1.0825
emd_32254,310,1.0742
emd_32423,400,1.08
emd_32427,400,1.08
emd_33892,320,1.06
emd_34244,256,1.071
emd_13968,240,0.830625
emd_14240,440,0.822
emd_14876,256,1.059
emd_14877,256,1.059
emd_14882,352,1.059
emd_15040,524,1.0567557
emd_15266,512,1.49766
emd_16006,360,0.83360004
emd_16009,440,1.107
emd_16169,192,0.85999995
emd_16346,400,0.96800005
emd_16347,400,0.96800005
emd_16348,400,0.96800005
emd_16349,400,0.96800005
emd_16350,400,0.96800005
emd_16351,400,0.96800005
emd_16352,400,0.96800005
emd_16358,400,0.96800005
emd_16359,400,0.96800005
emd_16360,400,0.96800005
emd_16361,400,0.96800005
emd_16362,400,0.96800005
emd_16363,400,0.96800005
emd_25658,300,1.16
emd_25664,300,1.16
emd_25672,288,1.16
emd_25745,280,0.91
emd_25897,300,1.16
emd_25908,300,1.16
emd_26582,512,1.122
emd_28047,384,0.889
emd_28189,504,1.32
emd_28190,504,1.32
emd_32253,310,1.0742
emd_32396,240,1.057
emd_32787,360,1.07
emd_32840,160,1.32
emd_33893,320,1.06
emd_33894,320,1.06
emd_34245,256,1.071
emd_34731,320,0.85
emd_13951,400,0.839
emd_15684,448,0.8617
emd_15685,448,0.8617
emd_15686,448,0.8617
emd_15713,300,0.86
emd_15919,520,0.651
emd_26485,512,0.81
emd_27249,400,1.057
emd_27250,400,1.057
emd_27898,384,0.84
emd_27899,384,0.84
emd_28044,384,0.895
emd_28050,384,0.889
emd_28147,512,0.599
emd_28259,480,0.599
emd_28269,480,0.599
emd_28451,384,0.889
emd_28867,620,0.83
emd_29042,160,2.096
emd_29060,160,2.096
emd_32393,240,1.43
emd_32424,280,0.851
emd_32425,280,0.851
emd_32823,320,1.02
emd_32839,240,1.32
emd_32841,160,1.32
emd_32842,160,1.32
emd_33293,300,1.18533
emd_33294,300,1.18533
emd_34121,600,1.072
emd_34389,280,1.0555714
emd_34585,300,0.824
emd_34587,300,0.824
emd_34598,512,0.824
emd_34819,320,1.07
emd_14875,328,0.8600001
emd_15044,200,1.24
emd_15046,200,1.24
emd_15048,200,1.24
emd_24070,200,0.84
emd_26350,256,1.07
emd_26355,256,1.07
emd_26356,256,1.07
emd_26406,256,1.2905157
emd_26968,400,1.062
emd_26970,400,1.062
emd_27974,256,1.08
emd_27980,256,1.08
emd_28560,200,1.06
emd_28907,220,1.071
emd_28908,300,0.8
emd_29059,160,2.096
emd_32242,330,1.0742
emd_32347,170,1.245
emd_32350,168,1.265
emd_32789,360,1.07
emd_33197,312,1.22
emd_33310,360,0.842
emd_33312,360,0.842
emd_33317,240,1.014
emd_33591,400,1.1
emd_33619,192,1.1
emd_34232,380,1.332
emd_34313,448,0.82
emd_34390,280,1.0555714
emd_13346,300,1.09
emd_15047,200,1.24
emd_15163,256,1.059
emd_15179,256,1.059
emd_15836,336,1.302
emd_15837,336,1.302
emd_16020,400,1.1616
emd_26259,400,1.02885
emd_26351,256,1.07
emd_26353,256,1.07
emd_26971,400,1.062
emd_27251,400,1.057
emd_27320,200,1.115
emd_27544,200,1.065
emd_27979,256,1.08
emd_27981,256,1.08
emd_28078,256,1.06
emd_28084,256,0.826
emd_28129,384,1.328
emd_28175,512,1.06
emd_28176,256,1.328
emd_28529,280,1.114
emd_28530,280,1.114
emd_28909,256,0.84
emd_28912,250,0.84
emd_32214,480,0.54895
emd_32232,330,1.0742
emd_32248,310,1.0742
emd_32349,168,1.245
emd_32947,100,1.6
emd_33311,360,0.842
emd_33316,240,1.014
emd_33318,240,1.014
emd_33620,256,0.85
emd_33677,256,1.1
emd_33679,256,1.1
emd_33681,256,1.1
emd_34231,380,1.35
emd_34234,380,1.35
emd_15042,800,1.24
emd_15049,300,1.24
emd_15050,800,1.24
emd_15144,220,1.055
emd_15164,256,1.046
emd_15168,220,1.055
emd_15169,220,1.055
emd_15177,240,1.059
emd_15184,256,1.059
emd_15186,256,1.059
emd_15609,400,1.1616
emd_15688,360,1.059
emd_15838,168,2.604
emd_15841,168,2.604
emd_24145,300,0.4108
emd_24707,400,0.3395
emd_25665,400,0.835
emd_25666,400,0.86
emd_26352,256,1.07
emd_26354,256,1.07
emd_26967,400,1.062
emd_27443,558,0.675
emd_27975,256,1.08
emd_27977,256,1.08
emd_27978,256,1.08
emd_28075,256,1.06
emd_28128,512,1.328
emd_32196,310,1.0742
emd_32231,330,1.0742
emd_32397,240,1.052
emd_32399,240,1.057
emd_32400,240,1.052
emd_32402,240,1.052
emd_32403,240,1.052
emd_32784,360,1.04
emd_33319,240,1.014
emd_33676,256,1.1
emd_34233,380,1.35
emd_34317,448,0.82
emd_34520,400,1.1
emd_34621,280,1.0555714
emd_14582,320,0.84
emd_14843,240,1.025
emd_15170,220,1.055
emd_15171,220,1.055
emd_15173,220,1.055
emd_15187,256,1.059
emd_15188,360,1.059
emd_15232,220,1.055
emd_15421,384,0.8500001
emd_15559,560,0.83
emd_15620,600,0.455
emd_15635,320,1.1
emd_15725,450,1.08
emd_15840,172,2.68
emd_15930,400,1.05
emd_15955,512,1.067
emd_26200,512,0.873
emd_26885,360,0.869
emd_27498,200,1.1
emd_27499,200,1.08
emd_27750,256,0.873
emd_27775,392,0.93163
emd_27905,280,1.114
emd_27906,280,1.114
emd_27908,280,1.114
emd_27909,280,1.114
emd_27953,400,0.856
emd_27955,400,0.856
emd_27957,400,0.856
emd_27958,400,0.856
emd_27961,400,0.856
emd_28666,226,0.653
emd_33060,158,0.82899994
emd_33064,158,0.82899994
emd_33684,360,1.334
emd_34308,448,0.82
emd_34416,240,1.49
emd_13889,360,0.96000004
emd_13890,480,0.96
emd_13891,400,0.96
emd_14356,800,2.055
emd_14357,450,1.37
emd_14814,330,0.82
emd_14845,240,1.025
emd_15007,400,1.05
emd_15419,384,0.8500001
emd_15420,384,0.8500001
emd_15623,420,0.81
emd_15625,480,0.86
emd_15626,420,0.86
emd_15682,420,0.86
emd_15726,450,1.08
emd_15727,450,0.829
emd_25443,600,2.75
emd_25611,256,1.1
emd_25612,196,0.82
emd_26434,280,0.899
emd_26880,360,0.8320001
emd_26881,360,0.8320001
emd_26990,256,1.08
emd_27274,384,1.064
emd_27749,256,0.873
emd_27904,280,1.114
emd_27907,280,1.114
emd_27959,400,0.856
emd_27960,400,0.856
emd_28051,400,0.856
emd_28052,400,0.856
emd_32000,320,1.07
emd_33059,158,0.82899994
emd_33061,158,0.82899994
emd_33062,158,0.82899994
emd_33063,158,0.82899994
emd_33923,320,1.0742
emd_14509,460,0.69
emd_14996,400,1.05
emd_14997,400,1.05
emd_15378,320,1.092
emd_15793,560,0.731
emd_26639,384,1.065
emd_26641,384,1.076
emd_26642,384,1.069
emd_26645,384,1.08
emd_26646,384,1.03
emd_26649,384,1.36
emd_26650,576,1.36
emd_26861,588,1.05
emd_27273,384,1.064
emd_27277,384,1.064
emd_27278,384,1.064
emd_27967,288,0.88
emd_27968,288,0.88
emd_27972,540,1.067
emd_28877,400,0.834
emd_31890,384,1.087
emd_32262,280,0.881
emd_32654,320,1.064
emd_32656,320,1.064
emd_32659,320,1.064
emd_32660,320,1.064
emd_32661,540,1.064
emd_32686,256,0.82
emd_32693,256,0.82
emd_32765,400,0.8285
emd_32766,400,0.8285
emd_32767,400,0.8285
emd_33292,256,1.04
emd_33295,256,1.04
emd_33832,400,0.67
emd_34318,512,0.82
emd_14847,260,1.2769
emd_14848,260,1.2769
emd_14870,500,0.84
emd_14987,200,1.04
emd_15085,360,1.09
emd_26378,400,1.05
emd_26840,320,1.05
emd_26842,320,1.05
emd_26844,320,1.05
emd_26852,588,1.05
emd_27655,300,0.83
emd_27779,304,1.0
emd_27874,288,0.83
emd_27966,288,0.88
emd_27969,288,0.88
emd_28767,288,0.81
emd_28879,400,0.834
emd_32187,330,1.0742
emd_32205,310,1.0742
emd_32261,256,1.07
emd_32588,328,0.662
emd_32655,320,1.064
emd_32657,320,1.064
emd_33200,256,0.83
emd_33201,256,0.83
emd_33299,256,1.477
emd_33615,440,1.1
emd_33654,288,1.087
emd_33655,288,1.087
emd_33804,256,1.046
emd_33835,400,0.668
emd_34031,420,1.045
emd_34032,320,1.287
emd_14765,208,1.20721
emd_14867,700,0.84
emd_14971,320,1.086
emd_15365,400,1.042
emd_24395,512,1.06
emd_24396,512,1.06
emd_24397,512,1.06
emd_24410,512,1.06
emd_24412,512,1.06
emd_24420,512,1.06
emd_24422,512,1.06
emd_24423,512,1.06
emd_24682,240,1.05878
