map_name,raw_box_size_pixel,raw_pixel_size_angstrom
emd_24692,240,1.091
emd_24746,240,1.091
emd_24747,240,1.091
emd_25453,256,1.33
emd_25487,300,1.1
emd_26549,384,0.832
emd_26550,384,0.832
emd_26605,330,0.825
emd_26812,360,0.83
emd_26823,400,0.94
emd_26845,400,0.94
emd_26936,340,1.03
emd_27217,180,1.1
emd_27220,180,1.16
emd_27872,288,0.83
emd_27873,320,0.65
emd_27982,336,1.07
emd_27983,336,1.07
emd_32203,310,1.0742
emd_33614,300,1.1
emd_33641,256,1.046
emd_34307,340,0.9200001
emd_14764,208,1.20721
emd_14766,208,1.20721
emd_14770,208,1.20721
emd_14972,180,1.086
emd_15366,400,1.495
emd_15823,350,1.1
emd_24421,512,1.06
emd_25372,512,1.122
emd_25400,360,0.8256
emd_25446,328,0.566
emd_25482,200,0.91
emd_25488,300,1.1
emd_26402,260,0.873
emd_26403,440,0.8730001
emd_26404,260,0.873
emd_26854,400,0.94
emd_26872,342,1.1
emd_27219,180,1.1
emd_28030,330,0.83
emd_28195,256,1.16
emd_28742,360,0.65
emd_32191,330,1.0742
emd_32204,310,1.0742
emd_32828,256,1.046
emd_32829,256,0.85
emd_33307,340,0.97
emd_33308,340,0.97
emd_33434,340,0.97
emd_33617,440,1.1
emd_33807,280,0.85
emd_34273,256,1.071
emd_34283,480,1.045
emd_34285,480,1.045
emd_34286,480,1.045
emd_34618,800,0.495
emd_13791,256,0.82
emd_13824,150,1.21
emd_13825,250,1.21
emd_13829,450,1.1
emd_14149,360,0.96000004
emd_14383,384,0.828
emd_14694,320,1.023
emd_14915,240,1.012
emd_14916,240,1.012
emd_14928,360,1.05
emd_14991,432,0.656
emd_24582,200,1.05
emd_24612,196,1.048
emd_25151,432,1.1
emd_25874,400,0.828
emd_25875,400,0.828
emd_26479,576,0.67
emd_27420,434,0.83
emd_27574,300,1.07
emd_27576,300,1.07
emd_28754,256,1.06
emd_28781,256,1.06
emd_32051,300,1.04
emd_32844,480,0.82815
emd_32845,512,0.8145
emd_33040,300,0.949999
emd_33046,300,0.949999
emd_33114,300,0.949999
emd_33501,400,0.82
emd_13736,200,1.01
emd_13792,256,0.82
emd_13826,300,1.21
emd_13827,300,1.21
emd_14912,240,1.012
emd_14917,240,1.012
emd_14918,240,1.012
emd_14919,240,1.012
emd_15100,700,0.846
emd_15916,260,1.302
emd_15917,260,1.302
emd_15958,260,1.302
emd_24241,196,1.048
emd_24263,196,1.048
emd_24584,200,1.1
emd_25873,400,0.828
emd_25876,400,0.828
emd_26481,576,0.67
emd_27174,300,1.07
emd_27175,300,1.07
emd_27176,300,1.07
emd_27416,434,0.83
emd_27423,414,0.87
emd_27744,176,1.149
emd_27888,330,0.83
emd_28064,320,0.9945
emd_28065,320,0.9945
emd_28575,320,1.3404
emd_32853,360,0.8135
emd_33011,180,1.05
emd_33056,300,0.949999
emd_33996,240,1.0
emd_33997,250,1.307
emd_14347,240,1.012
emd_14854,384,0.835
emd_14856,384,0.835
emd_14927,400,1.05
emd_15020,700,0.656
emd_15021,448,0.656
emd_15023,700,0.656
emd_15576,700,0.846
emd_15913,260,1.302
emd_15959,260,1.302
emd_24629,196,1.048
emd_25872,400,0.828
emd_26306,360,1.06
emd_26494,360,0.869
emd_26495,360,0.869
emd_27173,350,1.07
emd_27210,360,0.8320001
emd_27212,360,0.8320001
emd_27579,256,1.07
emd_27735,320,1.083
emd_28072,320,0.9945
emd_28487,256,1.08
emd_28498,256,1.08
emd_28565,320,1.3404
emd_28569,256,1.3404
emd_32159,360,0.878
emd_32160,360,0.87
emd_32161,360,0.87
emd_32162,300,0.813
emd_32185,432,1.08
emd_32617,280,0.821
emd_32851,360,0.8155
emd_32852,360,1.0865
emd_33998,256,1.1
emd_34361,240,1.702
emd_13862,800,2.055
emd_14190,256,1.1
emd_14200,256,1.1
emd_14728,350,0.66
emd_15210,256,0.822
emd_15414,304,0.835
emd_15415,304,0.835
emd_15484,280,0.86
emd_15574,256,1.21
emd_24271,420,1.08
emd_24280,420,1.08
emd_25182,384,2.8
emd_25365,512,1.122
emd_26104,224,1.014
emd_28077,180,1.08
emd_28088,256,1.071
emd_28553,350,1.038
emd_28724,300,1.08
emd_28725,300,1.08
emd_31600,512,1.387
emd_31957,320,0.83199996
emd_32773,288,1.1
emd_32959,320,1.0825
emd_33430,240,0.8550001
emd_33431,280,0.855
emd_33467,280,0.86
emd_33696,400,0.83
emd_34281,360,1.07
emd_34417,336,1.095
emd_34418,336,1.095
emd_34419,336,1.095
emd_34425,256,1.35
emd_14725,350,0.66
emd_14802,216,1.25
emd_14812,256,1.25
emd_15416,304,0.835
emd_15485,360,0.845
emd_15575,256,1.21
emd_15820,350,1.008
emd_24269,420,1.08
emd_24270,420,1.08
emd_24286,420,1.08
emd_24290,420,1.08
emd_25022,384,1.03
emd_26103,224,1.045
emd_26493,360,0.869
emd_26496,360,0.869
emd_26555,220,0.87
emd_28066,220,1.071
emd_28069,220,1.071
emd_28085,220,1.071
emd_28723,300,1.08
emd_31395,320,0.83199996
emd_31532,320,1.0825
emd_32758,360,0.669
emd_32769,320,1.0825
emd_32932,256,1.1
emd_32962,320,1.0825
emd_33189,256,0.5191
emd_33214,320,1.04
emd_33216,320,1.04
emd_33433,280,0.97
emd_34018,400,1.07
emd_34020,420,0.85
emd_34218,360,0.83
emd_34421,336,1.095
emd_34426,256,1.35
emd_12684,200,1.026
emd_14438,440,0.832
emd_14716,350,0.66
emd_15161,360,0.82000005
emd_15593,400,1.07136
emd_24275,320,1.2156
emd_26024,192,1.068
emd_26026,192,1.05
emd_26420,224,1.06
emd_26423,224,1.06
emd_26653,512,0.66
emd_26831,240,1.056
emd_27015,300,1.06
emd_27161,340,0.9063
emd_27343,384,1.08
emd_27753,288,0.88
emd_27754,288,0.88
emd_28025,600,0.83
emd_28031,320,1.335
emd_28033,384,1.08
emd_28550,450,1.038
emd_28604,500,1.058
emd_32330,270,1.014
emd_32774,288,1.1
emd_32779,312,1.1
emd_32781,288,1.1
emd_32782,312,1.1
emd_32783,312,1.1
emd_33217,256,1.04
emd_33439,280,0.97
emd_33624,320,1.0825
emd_12688,200,1.296
emd_14446,440,0.832
emd_15204,420,0.82
emd_15219,256,1.1859374
emd_15220,220,1.014
emd_15364,640,0.726
emd_15381,640,0.726
emd_24277,384,1.2156
emd_24278,320,1.2156
emd_25412,192,1.14
emd_25730,300,1.15
emd_26025,240,1.068
emd_26344,320,1.054
emd_26422,224,1.06
emd_26655,512,0.66
emd_27018,340,1.06
emd_27160,340,0.9063
emd_27338,440,0.86
emd_27339,440,1.046
emd_27340,384,1.08
emd_27341,384,1.08
emd_27344,448,1.08
emd_27743,192,1.068
emd_27752,288,0.88
emd_27842,320,1.07
emd_27984,320,1.03
emd_27985,320,1.03
emd_27986,320,1.03
emd_27987,320,1.03
emd_28032,384,1.08
emd_32334,270,1.014
emd_33628,200,1.0825
emd_33629,200,1.0825
emd_15373,640,0.726
emd_15374,640,0.726
emd_15670,360,0.82000005
emd_15864,400,0.7725
emd_24276,320,1.2156
emd_25413,256,0.833
emd_27014,300,1.06
emd_27016,340,1.06
emd_27017,340,1.06
emd_27162,340,0.9063
emd_27345,384,1.08
emd_27732,480,1.045
emd_27769,384,0.9063
emd_27843,320,1.07
emd_27844,384,1.07
emd_27988,320,1.03
emd_28046,192,1.66
emd_28076,192,1.66
emd_28079,192,1.66
emd_28132,192,1.66
emd_28191,192,1.66
emd_28193,192,1.66
emd_28201,192,1.66
emd_28202,192,1.66
emd_28203,192,1.66
emd_28215,192,1.66
emd_28216,192,1.66
emd_28219,192,1.66
emd_28220,192,1.66
emd_28235,192,1.66
emd_28236,192,1.66
emd_28237,192,1.66
emd_28239,192,1.66
emd_28240,192,1.66
emd_28245,192,1.66
emd_32413,320,1.36
emd_32414,320,1.36
emd_32415,320,1.36
emd_33498,360,1.09
emd_13392,200,1.72
emd_13922,256,0.839
emd_14050,288,0.837
emd_15240,500,0.855
emd_15330,360,0.86200005
emd_15375,300,2.18
emd_15379,300,2.18
emd_15565,560,0.83
emd_15566,560,0.83
emd_15567,560,0.83
emd_15572,560,0.83
emd_15757,300,0.827
emd_26490,336,0.8654
emd_26492,256,1.14
emd_27718,320,1.083
emd_27795,256,1.08
emd_27797,256,1.08
emd_27893,320,1.056
emd_27894,320,1.08
emd_28559,512,1.0
emd_32043,432,0.88
emd_32088,440,1.374
emd_32323,240,1.1
emd_32809,360,1.059
emd_32810,360,1.059
emd_32811,360,1.059
emd_32812,360,1.059
emd_32816,360,1.059
emd_32884,256,1.1
emd_32887,256,1.1
emd_34136,432,0.88
emd_34137,432,0.88
emd_13906,440,0.766
emd_13908,440,0.764
emd_13909,440,0.76
emd_13910,200,1.6005
emd_15241,500,0.855
emd_15376,300,2.18
emd_15380,300,2.18
emd_15560,560,0.83
emd_15563,560,0.83
emd_15571,560,0.83
emd_25917,256,1.278
emd_25981,256,1.0961
emd_27796,256,1.08
emd_27895,320,1.08
emd_28160,440,0.676
emd_30939,256,1.30654
emd_31722,260,0.83
emd_31723,260,0.83
emd_32041,432,0.88
emd_32099,200,0.5191
emd_32411,256,1.25
emd_32438,288,0.668
emd_32714,256,1.046
emd_32716,256,1.046
emd_32756,360,0.669
emd_32904,320,0.85
emd_34037,320,1.07
emd_34119,520,1.1
emd_34221,384,1.005
emd_34222,384,1.005
emd_34223,384,1.005
emd_34224,384,1.173
emd_13876,200,1.3060001
emd_15327,280,1.1
emd_15328,360,0.86200005
emd_15352,360,0.86200005
emd_15357,360,0.86200005
emd_23673,360,1.037
emd_26621,450,0.83
emd_26742,400,0.839
emd_26743,400,0.839
emd_28155,440,0.676
emd_31955,260,0.83
emd_31996,320,1.04
emd_31999,300,1.04
emd_32032,400,1.052
emd_32755,320,0.669
emd_32791,360,1.047
emd_33534,220,1.1
emd_33536,280,1.06
emd_33585,180,1.087
emd_33587,240,0.86
emd_34034,320,1.07
emd_34035,320,1.07
emd_34036,320,1.07
emd_34038,360,1.07
emd_34040,360,1.07
emd_34043,320,1.04
emd_34044,320,1.04
emd_34118,520,1.1
emd_34420,336,1.095
emd_34423,240,1.35
emd_34424,256,1.35
emd_12591,400,0.6072
emd_13134,240,1.059
emd_15028,300,1.06
emd_15031,300,1.06
emd_15037,264,1.085
emd_15329,360,0.86200005
emd_15331,360,0.86200005
emd_15612,360,0.86200005
emd_25100,420,0.83000004
emd_25108,520,1.03
emd_25109,360,1.03
emd_25214,256,1.083
emd_25676,300,1.15
emd_25826,432,0.835
emd_26723,160,1.255
emd_27533,176,1.144
emd_27963,384,1.180208
emd_28161,440,0.676
emd_31997,320,1.04
emd_31998,320,1.04
emd_32034,320,1.113
emd_32052,256,1.04
emd_32053,300,1.04
emd_32054,300,1.04
emd_32055,300,1.04
emd_32790,360,1.047
emd_33441,240,1.484
emd_33586,200,0.86
emd_13630,308,1.32
emd_13664,300,1.07
emd_14633,270,0.65
emd_14709,240,1.014
emd_14722,320,1.06
emd_15033,300,1.06
emd_15284,320,1.06
emd_25107,220,1.03
emd_25825,432,0.835
emd_25913,448,0.65
emd_26340,158,1.3622
emd_26341,320,1.3622
emd_26342,320,1.096
emd_26343,164,1.096
emd_26345,164,1.096
emd_27397,500,1.1
emd_27480,384,0.84
emd_31736,400,0.515
emd_32511,256,1.07
emd_33041,330,1.06
emd_33084,360,1.06
emd_33365,256,1.04
emd_33387,320,1.0
emd_33411,240,1.17
emd_33413,160,1.17
emd_33682,320,0.85
emd_33776,360,0.83
emd_12144,300,1.047
emd_13094,512,0.83
emd_13626,256,1.68
emd_13633,256,1.29
emd_14398,256,0.82
emd_14650,300,0.65
emd_14682,300,0.65
emd_14685,300,0.65
emd_15784,460,0.652
emd_15785,460,0.652
emd_24895,300,1.13
emd_25925,300,0.86
emd_25926,300,0.86
emd_25927,300,0.86
emd_26469,360,1.04
emd_26471,360,1.04
emd_27482,300,1.1
emd_27659,320,1.16
emd_32540,256,0.842
emd_32954,256,0.83
emd_32955,256,0.83
emd_32957,256,0.83
emd_33389,320,1.0
emd_33775,256,1.07
emd_34098,84,1.1952
emd_34099,142,1.1952
emd_34100,142,1.1952
emd_34101,142,1.1952
emd_34102,140,1.1952
emd_34176,320,1.0
emd_34177,320,1.0
emd_14242,360,0.82000005
emd_14678,200,0.86
emd_14692,320,1.046
emd_15025,300,0.86
emd_24074,360,1.08
emd_25035,256,0.828
emd_25036,256,0.828
emd_25037,256,0.828
emd_25092,400,1.07
emd_26121,352,0.835
emd_26438,256,1.066
emd_26439,256,1.024
emd_26593,256,0.825
emd_26701,256,0.828
emd_26702,256,0.828
emd_32006,288,0.83
emd_32009,288,0.83
emd_32331,320,0.85
emd_32545,300,1.07
emd_32546,300,1.07
emd_32737,360,1.08
emd_32881,256,1.1
emd_32883,256,1.08
emd_32918,300,1.07
emd_32968,560,1.12
emd_32972,256,1.1
emd_32973,560,1.12
emd_32980,560,1.12
emd_32984,600,1.117
emd_32999,560,1.12
emd_33001,560,1.12
emd_33004,560,1.12
emd_33005,560,1.12
emd_33153,400,1.1
emd_13592,256,2.64
emd_13735,300,1.01
emd_14429,300,0.831
emd_14430,480,0.828
emd_14622,240,0.837
emd_14690,320,1.046
emd_14691,320,1.046
emd_14966,672,0.9240001
emd_15071,504,1.22
emd_15075,504,1.22
emd_24141,400,1.07
emd_26475,440,0.83
emd_26858,200,0.95
emd_27066,640,0.833
emd_27253,440,0.83
emd_27802,300,1.058
emd_31393,580,1.0660001
emd_32007,288,0.83
emd_32342,320,0.85
emd_32917,300,1.07
emd_32967,600,1.117
emd_32970,560,1.12
emd_32983,560,1.12
emd_32985,560,1.12
emd_32998,560,1.12
emd_33006,560,1.12
emd_14693,256,1.046
emd_14695,320,1.046
emd_14815,504,1.06
emd_14820,504,1.06
emd_14821,504,1.06
emd_14827,504,1.06
emd_14828,504,1.06
emd_14832,504,1.06
emd_14835,504,1.06
emd_14837,504,1.06
emd_14838,504,1.21
emd_15064,504,1.06
emd_15080,504,1.22
emd_15082,504,1.22
emd_15096,504,1.22
emd_15657,480,1.045
emd_15658,240,1.045
emd_15659,240,1.045
emd_15660,480,1.045
emd_15795,560,0.731
emd_15796,560,0.731
emd_13235,486,0.5
emd_13239,227,1.06
emd_14437,256,1.07
emd_14945,256,2.116
emd_15286,300,1.556
emd_15794,560,0.731
emd_15797,560,0.731
emd_25403,360,0.8521
emd_25732,280,1.15
emd_25734,350,1.03
emd_25735,280,1.15
emd_25736,280,1.15
emd_25754,350,1.03
emd_25755,300,1.15
emd_25788,320,1.054
emd_26155,200,1.08
emd_26453,550,0.869
emd_26454,300,1.058
emd_27164,280,0.83
emd_27165,220,1.08
emd_27166,220,1.08
emd_27330,256,0.832
emd_27334,224,1.071
emd_27336,400,0.832
emd_27394,200,1.08
emd_27488,300,0.842
emd_27492,300,0.83
emd_27563,256,1.08
emd_27623,256,1.12
emd_27715,300,1.058
emd_27780,250,1.094
emd_31803,192,1.04
emd_33102,240,1.1
emd_34023,240,1.04
emd_9405,240,1.0961
emd_13215,231,1.061
emd_13217,480,0.5
emd_13236,476,0.5
emd_13579,450,1.1
emd_14148,296,0.622
emd_14793,320,1.058
emd_14795,320,1.058
emd_25387,480,1.384
emd_25402,360,0.8676999
emd_25660,280,1.05
emd_25789,320,1.05
emd_26156,200,1.08
emd_26625,300,0.834
emd_26732,256,0.8757
emd_27167,260,0.83
emd_27490,300,0.842
emd_27491,256,1.08
emd_27493,300,0.83
emd_27556,256,1.08
emd_31605,400,0.806
emd_31725,320,1.0825
emd_32510,256,1.07
emd_33112,360,1.1
emd_33251,360,1.01
emd_33258,360,0.88
emd_33259,360,0.88
emd_33264,360,0.88
emd_33265,360,0.88
emd_33698,600,0.88
emd_34024,240,1.04
emd_9406,240,1.1
emd_9407,240,1.096
emd_13199,328,0.824
emd_13257,328,0.824
emd_13295,360,1.09
emd_13297,360,1.09
emd_13298,360,1.09
emd_13299,360,1.09
emd_14151,400,1.055
emd_14223,140,1.28
emd_14312,300,0.9
emd_14783,300,1.15
emd_25116,384,1.07
emd_25982,256,1.366875
emd_26310,168,1.15
emd_26733,256,0.8757
emd_27168,220,1.08
emd_27326,300,1.3
emd_27494,256,1.08
emd_27803,300,1.058
emd_31947,336,0.82
emd_33111,360,1.1
emd_33252,360,1.01
emd_33260,360,0.88
emd_33261,360,0.88
emd_33263,360,0.88
emd_33266,360,0.88
emd_33267,360,0.88
emd_33268,360,0.88
emd_33269,360,0.88
emd_33277,360,0.88
emd_33278,360,0.88
emd_33280,360,0.88
emd_33281,360,0.88
emd_33282,360,0.88
emd_33283,360,0.88
emd_33506,256,1.1
emd_13258,328,0.824
emd_13294,360,1.09
emd_13296,360,1.09
emd_13300,360,1.09
emd_13301,360,1.1
emd_13302,360,1.1
emd_13304,360,1.09
emd_13305,360,1.09
emd_14221,220,1.28
emd_14472,384,0.832
emd_14473,384,0.832
emd_15102,300,1.04
emd_15126,360,1.09
emd_15709,100,3.4884
emd_26311,168,1.15
emd_26337,700,0.40074998
emd_27008,384,1.08
emd_27026,624,1.08
emd_27399,300,1.08
emd_27658,300,1.16
emd_27705,300,1.08
emd_27865,384,1.038
emd_27913,384,1.038
emd_27917,384,1.1
emd_27931,384,1.069
emd_27932,384,1.069
emd_31885,320,0.8433
emd_31946,336,0.82
emd_33014,200,1.071
emd_33226,320,0.85
emd_33692,256,1.1
emd_34054,520,1.1
emd_14220,340,0.95
emd_14435,384,0.82
emd_14451,350,1.041
emd_14496,384,0.65
emd_15103,300,1.145
emd_25029,360,1.05
emd_25618,256,0.66
emd_26336,700,0.40074998
emd_26338,700,0.415
emd_26339,700,0.40074998
emd_27029,624,1.08
emd_27060,512,1.08
emd_27098,256,0.81625
emd_27252,250,1.284
emd_27509,400,1.0
emd_27514,400,1.0
emd_27864,384,1.038
emd_27914,384,1.038
emd_27915,384,1.038
emd_27916,384,1.1
emd_27918,384,1.1
emd_27928,384,1.069
emd_27929,384,1.069
emd_31030,192,1.0
emd_31765,288,1.091
emd_32383,416,0.83
emd_32384,416,0.83
emd_33447,240,1.484
emd_33572,384,1.055
emd_33691,256,1.1
emd_33693,256,1.04
emd_13427,384,1.05
emd_14389,400,0.66
emd_14494,384,0.65
emd_14499,384,0.65
emd_14501,504,0.45
emd_15123,256,1.38
emd_15199,256,1.38
emd_15201,256,1.38
emd_24759,256,1.0842
emd_24760,256,1.0842
emd_24761,256,1.0842
emd_24763,200,1.08
emd_25032,360,1.05
emd_25033,360,1.05
emd_25496,320,1.03
emd_26361,232,0.932
emd_27442,360,1.426
emd_27502,400,1.0
emd_27505,400,1.0
emd_27506,400,1.0
emd_27515,400,1.0
emd_27521,400,1.0
emd_27798,320,1.07
emd_31757,180,1.10667
emd_31758,174,1.10667
emd_31766,320,1.0742
emd_31802,256,1.0
emd_31827,280,0.85
emd_31829,280,0.85
emd_32762,256,1.1
emd_32949,200,1.07
emd_32950,200,1.07
emd_33120,512,0.66
emd_33709,512,0.67
emd_13421,128,2.13
emd_14448,350,1.041
emd_14449,346,1.053
emd_14493,384,0.65
emd_14497,384,0.65
emd_14498,384,0.65
emd_24758,360,1.0842
emd_25030,360,1.05
emd_25031,360,1.05
emd_25363,480,0.53
emd_25575,200,2.32
emd_25576,400,1.05
emd_26362,232,0.932
emd_26816,256,1.0115625
emd_27503,400,1.0
emd_27511,400,1.0
emd_27513,400,1.0
emd_27516,400,1.0
emd_27518,400,1.0
emd_27520,400,1.0
emd_27522,400,1.0
emd_27799,320,1.07
emd_27800,384,1.07
emd_33098,200,1.07
emd_33123,512,0.67
emd_33125,320,0.669
emd_33440,360,1.1
emd_33571,256,1.055
emd_33690,400,1.11
emd_13353,256,1.0312
emd_13391,234,1.4637998
emd_13404,320,0.837
emd_13405,320,0.837
emd_13406,320,0.837
emd_14485,400,1.38
emd_14981,360,0.86
emd_14983,360,0.86
emd_14984,360,0.86
emd_15162,200,1.23
emd_15167,248,1.065
emd_15176,256,1.065
emd_15178,300,0.822
emd_24697,448,1.03
emd_24698,200,1.298
emd_25069,720,1.05
emd_25071,720,1.05
emd_25663,440,0.9000001
emd_25711,440,0.9
emd_26727,512,0.843
emd_26730,512,0.843
emd_26737,256,1.31
emd_26744,256,1.31
emd_26754,300,1.664
emd_27663,384,0.826
emd_31726,320,1.0825
emd_31817,256,1.7
emd_31818,256,1.7
emd_31819,256,1.7
emd_31821,256,1.7
emd_32416,320,0.9700001
emd_33085,200,1.087
emd_33670,520,1.1
emd_33764,192,1.7599999
emd_33766,192,1.7599999
emd_33941,520,1.1
emd_33995,240,1.08
emd_14547,384,0.8511999
emd_24693,448,1.03
emd_24694,448,1.03
emd_24695,448,1.03
emd_24705,200,1.005
emd_25039,320,1.15
emd_25040,320,1.15
emd_25619,440,0.637
emd_26334,360,1.08
emd_26716,300,1.6512
emd_26753,196,1.664
emd_26755,300,1.664
emd_26770,300,1.664
emd_26771,300,1.664
emd_27438,400,1.0
emd_27634,256,0.91
emd_27635,256,0.91
emd_27636,256,0.91
emd_27640,288,0.86
emd_27652,416,0.844
emd_27667,384,0.826
emd_27672,384,0.826
emd_33152,320,1.07
emd_33760,192,1.7599999
emd_13430,500,0.896
emd_13444,480,0.96
emd_13455,480,0.96
emd_14744,300,1.08
emd_26738,338,1.073
emd_26749,300,1.664
emd_26760,384,0.835
emd_26777,192,1.664
emd_26778,192,1.664
emd_27656,300,1.1
emd_27669,384,0.826
emd_27673,384,0.826
emd_31653,256,1.08
emd_31654,300,1.08
emd_31661,256,1.08
emd_31662,256,1.08
emd_31663,256,1.08
emd_31664,256,1.08
emd_31665,320,1.08
emd_31666,320,1.08
emd_31667,320,1.08
emd_31671,320,1.08
emd_31675,280,1.072
emd_31709,200,2.712
emd_31721,320,1.14
emd_32824,360,0.675
emd_33156,210,1.014
emd_13548,500,0.896
emd_13604,350,0.82
emd_13605,340,0.82
emd_14393,320,1.059
emd_14403,320,1.059
emd_14495,512,1.34
emd_14743,300,1.08
emd_15073,400,1.06
emd_24065,320,1.08
emd_24653,360,0.8465
emd_24654,360,0.85
emd_25731,192,1.3460001
emd_26443,336,0.869
emd_26763,384,0.835
emd_27332,280,0.834
emd_27333,288,1.079
emd_27668,384,0.826
emd_27670,384,0.826
emd_27671,384,0.826
emd_31673,256,1.072
emd_32358,320,0.86
emd_32379,360,0.669
emd_33047,400,0.77800006
emd_33157,240,1.014
emd_33158,240,1.014
emd_33159,240,1.014
emd_33160,210,1.014
emd_33492,300,0.824
emd_34028,256,1.07
emd_13520,448,0.656
emd_13609,320,0.83199996
emd_13641,256,1.09
emd_14180,412,0.651
emd_14394,320,1.059
emd_14487,400,1.38
emd_15104,384,0.695
emd_15105,384,0.695
emd_15106,384,0.695
emd_15234,400,1.54
emd_25847,360,1.06
emd_25848,360,1.06
emd_26082,256,1.6336
emd_26083,300,1.24
emd_26117,280,1.356
emd_26118,200,1.68
emd_26669,400,1.1
emd_26676,480,0.83
emd_26758,384,0.835
emd_26759,384,0.835
emd_26761,384,0.835
emd_27122,338,1.073
emd_31668,486,1.1
emd_32036,320,1.328
emd_32037,320,1.328
emd_32098,124,1.245
emd_32148,376,1.0825
emd_32568,240,0.851
emd_32914,480,0.85
emd_33050,576,0.778
emd_33051,576,0.778
emd_33052,400,0.77800006
emd_33248,256,1.071
emd_33438,360,1.077
emd_33470,296,1.06
emd_33937,400,1.284
emd_13499,320,0.934
emd_13607,320,0.83199996
emd_13610,320,0.83199996
emd_13612,320,0.83199996
emd_14239,216,1.134
emd_14474,300,1.15
emd_14486,330,1.38
emd_14846,384,1.067
emd_14864,368,1.085
emd_14865,368,1.085
emd_15107,384,0.695
emd_15108,384,0.695
emd_23441,256,0.835
emd_25648,300,0.835
emd_25762,448,0.644
emd_26081,384,0.99296874
emd_26084,300,1.24
emd_26097,350,0.731
emd_26262,400,1.1
emd_26678,480,0.83
emd_27024,256,1.366875
emd_31632,400,1.08
emd_31635,400,1.08
emd_32097,122,1.245
emd_32149,376,1.0825
emd_32570,240,0.851
emd_32735,300,0.88299996
emd_33249,250,1.052
emd_33250,256,1.071
emd_33466,296,1.06
emd_33468,296,1.06
emd_33485,320,1.0825
emd_33500,240,0.93
emd_33935,400,1.284
emd_33936,400,1.284
emd_33939,340,1.239
emd_13358,300,1.05
emd_13361,300,1.05
emd_13367,300,1.05
emd_13368,300,1.05
emd_13381,300,1.05
emd_13383,300,1.05
emd_13945,256,1.0
emd_14004,540,0.83
emd_14142,300,1.3833
emd_14909,300,1.38
emd_23285,512,1.00687
emd_23286,512,1.00687
emd_23287,512,1.00687
emd_23288,512,1.00687
emd_24606,384,1.62
emd_25075,256,1.015
emd_26408,512,0.832
emd_26412,512,0.832
emd_26459,512,1.03
emd_26614,340,0.825
emd_27062,256,0.835
emd_27224,512,0.828
emd_27460,320,0.842
emd_27461,320,0.842
emd_31335,320,1.087
emd_31338,320,1.087
emd_32049,300,1.1
emd_32158,376,1.0825
emd_32418,360,0.97
emd_32419,370,0.9700001
emd_33647,364,1.06
emd_13360,200,1.05
emd_13362,200,2.1
emd_13365,300,1.05
emd_13366,300,1.05
emd_13369,300,1.05
emd_13371,300,1.05
emd_13379,200,3.15
emd_13885,240,0.87
emd_14774,360,0.8360001
emd_14813,280,0.82
emd_23700,300,1.06
emd_23701,300,1.1
emd_23703,300,1.1
emd_23706,300,1.1
emd_25472,200,0.91
emd_25758,512,0.662
emd_26407,512,0.834
emd_26413,512,0.832
emd_26415,512,0.837
emd_26416,512,0.837
emd_26460,512,1.03
emd_27223,380,1.16
emd_27225,96,4.592
emd_27226,128,3.312
emd_27421,360,0.8697
emd_27422,360,1.034362
emd_31978,240,1.245
emd_32142,138,1.10667
emd_32338,220,1.4
emd_32439,240,1.0825
emd_32476,256,1.0825
emd_33302,256,1.045
emd_33304,256,1.045
emd_33426,256,0.82
emd_33427,256,0.82
emd_33428,256,0.82
emd_33649,364,1.06
emd_12950,288,0.784
emd_13370,200,3.15
emd_13373,300,1.05
emd_13374,300,1.05
emd_14436,256,0.815
emd_14580,432,0.8600001
emd_14775,360,0.8360001
emd_23705,300,1.1
emd_25763,418,0.844
emd_25764,256,0.932
emd_26405,512,0.832
emd_26409,512,0.832
emd_26410,512,0.832
emd_26461,512,1.03
emd_26462,512,1.03
emd_26463,512,1.03
emd_26612,340,0.825
emd_26615,340,0.825
emd_26792,450,1.332
emd_26803,450,1.332
emd_26804,450,1.332
emd_27063,256,0.834
emd_27424,360,0.8697
emd_27478,320,0.83000004
emd_27690,300,1.08
emd_31330,240,1.087
emd_31334,320,1.087
emd_31976,160,1.245
emd_32063,384,1.05
emd_32077,384,1.1
emd_32145,146,1.10667
emd_32451,240,1.0825
emd_32475,240,1.0825
emd_33032,384,1.05
emd_33036,384,1.05
emd_33646,364,1.06
emd_33648,364,1.06
emd_13170,720,0.55333334
emd_13608,480,0.652
emd_13751,300,1.086
emd_13753,320,1.06
emd_13930,192,1.7199999
emd_14427,210,1.06
emd_14556,310,2.0378113
emd_25165,256,1.015
emd_25173,300,1.08
emd_25176,300,1.08
emd_25535,400,0.95
emd_25537,400,0.95
emd_25538,400,0.95
emd_25744,400,1.058
emd_26618,280,1.1
emd_26833,256,0.8521
emd_27329,384,0.7093
emd_31582,480,0.85
emd_31618,256,1.1
emd_31810,256,0.858
emd_31815,320,0.858
emd_31948,220,1.307
emd_32243,320,0.85
emd_32245,192,1.4666667
emd_32247,256,1.04
emd_32901,320,1.064
emd_33035,384,1.05
emd_33272,256,1.1
emd_33300,256,0.82
emd_33446,192,1.014
emd_33700,182,2.2
emd_33702,182,2.2
emd_33703,182,2.2
emd_33704,182,2.2
emd_33705,182,2.2
emd_13743,320,1.086
emd_13752,300,1.086
emd_14999,320,1.065
emd_15000,320,1.065
